original_index,review,sentiment
2895,Pengemasan baik dan aman. Kualitas barang juga baik dan compatible dengan stand mic kecil maupun windshield. Suara yang dihasilkan sangat bagus dan setup ke hape juga san...,satisfied
2896,Keren banget. Semoga awet Rode-nya. Thank you!,satisfied
2897,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,satisfied
2898,Proses cepat barang original thank you seller,satisfied
2899,"kualitas barang sangat bagus, material kokoh, packing dan pengiriman bagus",satisfied
2900,The best!,satisfied
2901,Mampu meningkatkan kualitas Vocal,satisfied
2902,produk ori sesuai dengan deskripsisuara yang dihasilkan jelas dan jernih pengiriman cepat dan seller fast respon.terima kasih,satisfied
2903,Top quality 👍 Komponen lainnya yang bisa kompatibel sama bolongan meja juga sangat convenient dan intuitif desainnya. RØDE NT1 5th Gen juga berasa lebih cocok sama boom...,satisfied
2904,"Menyala terus abangkuh Rode 🔥🔥. Pengiriman cepat, tak ada kendala setelah ditest. Apalagi DSP bawaannya udh tjakep untuk keperluan video conference, VO, dsb. Mantap!!",satisfied
2905,Mantap suara jernih. Produk original.,satisfied
2906,Produk original dan berfungsi dengan baik.,satisfied
2907,"Barang baru sampai, kualitas sangat premium 💪",satisfied
2908,Mantapp,satisfied
2909,"Mantap Dan build quality oke, cuman kurir lama banget",satisfied
2910,"Beberapa kali mau beli, saya batalkan. Sudah check out, tetapi tidak saya lanjutkan. Sebabnya sederhana, saya perlu kabel panjang yang bagus, tetapi saya tidak mau yang m... ",dissapointed
2911,the real ori punya. ga ada itu ori hongkong dsbnya. rode ya aussie,dissapointed
2912,The best Mic ever. No debat. Enak dibawa mobile kl ad job VO lg keluar kota. pake XLR juga oke banget. Good,satisfied
2913,minimalis packing,neutral
2914,"suaranya bagus dan jernih Produk sesuai deskripsi, produk bagus",satisfied
2915,Semua fitur berfungsi baik,satisfied
2916,"Puas dengan pelayanan toko tapi menurut saya magnetnya sendiri kurang kuat saat ditempel di hp, wireless suka copot. Review saya setelah memakai ini selama liburan. Terim... ",satisfied
2917,"Masih tersegel dengan baik, semoga berjalan dengan baik",satisfied
2918,"barangnya oke, mantap lah untuk mic range harga segini",satisfied
2919,"Di satu sisi, jujur aja pengalaman gw sama produk satu ini bikin pusing.. Kabel bawaan dari Streamer kali-nya ga pernah bisa gw pake untuk PC dan laptop.. Ga akan kedeteksi... ",dissapointed
2920,"barang berfungsi dengan baik, build quality sesuai dengan harga.",satisfied
2921,barang oke sesuai pesanan,satisfied
2922,"Top Boom Arm mic so far, kalau mau yang boom arm luar biasa, ini jawabannya",satisfied
2923,makasih bonus tumbler nya,satisfied
2924,"Connect your rodecasterduo to your iphone directly, no hassle, livestream with ease !!",satisfied
2925,"This is one of the best audio interface for live streaming for now if you dont mind the price point. Really good to powered my Shude SM7B, Definitely looks badass in your... ",satisfied
2926,"berfungsi dengan baik, seusai deskripsi",satisfied
2927,"barang sesuai pesanan, respon penjual cepet, packing rapih",satisfied
2928,rapih amat packingnya. aman juga. sudah dicoba. terimakasih 🙏,satisfied
2929,oke...,neutral
2930,oke,neutral
2931,oke...,neutral
2932,"Barang original, recommended seller",satisfied
2933,Produk sesuai deskripsi Semua fitur berfungsi baik wow diluar ekspetasi suaranya bagus dan jernih,satisfied
2934,"barangny bagus pengiriman cepat, respon seller baik Produk sesuai deskripsi Semua fitur berfungsi baik suaranya bagus dan jernih wow diluar ekspetasi",satisfied
2935,"Packing super overkill cuma untuk windshield, crazy, produk sangat bagus dipakai untuk nt1",satisfied
2936,barang sudah diterima. semoga dapat berfungsi sebagaimana mestinya dan awet. terima kasih...,neutral
2937,mantap sekali,satisfied
2938,oke. Kualitas bagus.,satisfied
2939,"berfungsi dengan sangat baik ,, tapi sayang nya tdk dapat micro furr,, padahal sebelumnya saya chat tanya dapat atau tdk katanya dapat ,, pas dtng past dtng ternyata ga dapa... ",dissapointed
2940,"produk bagus, original, garansi resmi, top",satisfied
2941,Nice. Pengiriman cepat dan kualitas suaranya oke,satisfied
2942,always RODE 👍🏽👍🏽👍🏽,satisfied
2943,udah repurchased. asli wangi dan awet,satisfied
2944,Barang sudah diterima dengan baik,satisfied
2945,kualitas barang gak usah di ragukan. rate lima untuk Respond Fast + Humble dari rode official !! Thankyou Rode :),satisfied
2946,Barangnya berkualitas,satisfied
2947,Barangnya berkualitas,satisfied
2948,Barangnya berkualitas,satisfied
2949,biarkan bintang yang berbicara🥰,neutral
2950,"Pengiriman super fast, saya pun super puas.",satisfied
2951,"barang sangat bagus, packaging sangat baik, datang cepat. Worth the money!",satisfied
2952,Kerennn!!! Paket di terima dengan baik! Good Seller 👍,satisfied
2953,"Mantap pokoknya, barang ya pasti original, terutama pelayanan sangat baik dan responsif. Keep up the good work!",satisfied
2954,"hasil suaranya mantep banget, udh dicoba lewat soundcard jadi gampang buat dipoles👍",satisfied
2955,"Seller responsif dan sangat membantu. Kalo kualitas barang ga perlu diragukan lagi urusan audio dari brand ini, only for the best! thank You",satisfied
2956,mantap sesuai pesanan,satisfied
2957,gak salah lah mending beli yang Rode. merk lain aneh2 doank. mantap RODEEE...,satisfied
2958,"di gunakan di prangkat lain zoom h1n, kayanya kurang maksimal, suaranya nge bass kurang flat, mungkin harus sama perangkat merek Rode lagi baru pas, dan kabel nya kecil b... ",dissapointed
2959,"Mantap… barang oke, puas deh pokonya",satisfied
2960,Memang mantap,satisfied
2961,"Seller fast response. Barang sesuai dengan deskripsi, original dan masih segel, packing aman dengan bubble wrap. Recommended",satisfied
2962,Build quality oke punya nih.. mantap produknya.. pelayanan oke..,satisfied
2963,"mantap, semua berfungsi dengan baik",satisfied
2964,semoga awet dan berfungsu dengan baik,neutral
2965,"Produk diterima dengan baik dan sesuai deskripsi, karena memang cuma tutup akrilik doang.",satisfied
2966,"packing aman, rapi, barang bagus, Tapi belum di coba.",neutral
2967,"Pengiriman cepat, barang berfungsi sesuai dengan pesanan. Seller fast respon. packing oke. Terimakasih.",satisfied
2968,Type C tapi kok besar tidak masuk di handphone type C dan sound card. handphone saya Oppo type C.,dissapointed
2969,oke terimakasih,satisfied
2970,"Respon cepat, packing rapi, produk sesuai berfungsi baik, seller oke, tks.",satisfied
2971,berfungsi. tapi dicoba ngaduk susu (pakai susu bubuk) gak teraduk seluruhnya,neutral
2972,"Sampenya kecepetan, diatas expektasi 😄 harga 300an kualitas super, gak jadi deh beli branded yang muahallll.",satisfied
2973,oke,neutral
2974,"Seller responsive,barang sesuai dengan harga, sayangnya packaging ga aman seperti asal bungkus..semoga menjadi koreksi ke depan...sukses selalu",neutral
2975,remote bluetooth tidak berfungsi,dissapointed
2976,sudah sampai. mudah mudahan awet. berfungsi normal,satisfied
2977,Alhamdulillah.. Terimakasih seller produknya mantaaappp bagusss,satisfied
2978,"kokoh, dengan 4 kaki. dapet pouch juga jadi kalau mau dibawa bawa gampang. semoga awet",satisfied
2979,"maaf, saya tidak terbaca kl ini memang versi mikrophone satu 🙏🏻🙏🏻🙏🏻",dissapointed
2980,mantap berfungsi dengan baik,satisfied
2981,"Good Quality, dicoba juga hasilnya bagus mudah penggunaannya juga.. keren..",satisfied
2982,puas,satisfied
2983,"barangnya bagus ko, cuma mungkin di pelayan tolong diperhatikan kembali pengiriman sesuai orderan ya biar tidak tertukar atau salah kirim.",satisfied
2984,"mantap, dikirim hari itu juga, terbaik, barang sangat bagus, pelayanannya sangat baik, packingnya safety, barang sudah di cek dan dalam kondisi baik, saya sangat merekome... ",satisfied
2985,"paket rapih, alat gak ringkih, bahan kokoh, mantap buat hp berat juga, moga awet dan tahan lama",satisfied
2986,barang nya berfungsi dengan baik👍,satisfied
2987,"the best tinggal nyari tempat sepi. sayang banget di rumah gak bisa bebas nyerocos. puas banget selama ini rekam pake pk iphone langsung suaranya kecil, ngomongnya harus... ",satisfied
2988,"barang sesuai ekspektasi, kokoh dan murah meriah",satisfied
2989,bagus dan berfungsi dengan baik.semoga awet,satisfied
2990,"bagus sesuai foto, mkasih TNW",satisfied
2991,"Paket sudah mendarat dengan selamat, thanksKaki standnya ada yang penyok, pengiriman pake bubble wrap hanya saja tidak kokoh sehingga box lampu pentok2 dan salah satu ka... ",dissapointed
2992,Barangnya sudah diterima sesuai dengan pesanan dan berfungsi dengan baik,satisfied
2993,"sudah sampai tripodnya, berguna banget puas belanja di toko ini🤩 adminnya juga ramah gewwrcep blsnya🥰🥰",satisfied
2994,OKE 👍👍👍,satisfied
2995,Cakep lah… stabil,satisfied
2996,"Barang bagus, worth it lah bagi saya. Cuman saran untuk keamanan packagingnya harus lebih diperhatikan sih, soalnya pas unboxing udah terbuka, entah karena kurir atau dar... ",satisfied
2997,jd saya turunin ke bintang 3 ni agak kecewa diluar dr suara micnya yang oke banget ternyata gk bs monitor pake type c earphone udh dicoba bbrp type earphone fix gk bs..dia lngsu...,dissapointed
2998,"Bekerja dengan sempurna, packing rapi, cuma bagian box ada yang penyok, mungkin karena di pengiriman",satisfied
2999,Pembelian kedua.. barang oke,satisfied
3000,tampilan baguz,satisfied
3001,Barang cukup kokoh dan kuat untuk menopang handphone,satisfied
3002,barang bagus sesuai deskripsi,satisfied
3003,"Packing Rapi, Kondisi barang Baik, Pengiriman Cepat, Recommended Seller...",satisfied
3004,"barang dh diterima, packing rapih. respon cepat. namun belum di coba.",satisfied
3005,bagus sesuai,satisfied
3006,thumbs up👍,satisfied
3007,barang aman alhamdulillah. semoga awet,satisfied
3008,belum coba,neutral
3009,barang yang diterima sangat bagus dan sesuai dengan deskripsinya,satisfied
3010,"Barang bagus, kaki2nya ada 4 jd lebih stabil..",satisfied
3011,oke,satisfied
3012,"Barang keren, trutama fungsi tripod, kakinya empat jadi stabil. Kalau fungsi handheld biasa aja. Bluetooth gagal nyambung terus. Sampe skrg blom berguna. Semua serba stur... ",dissapointed
3013,"build qualitynya bagus, semua berfungsi dengan baik, sangat direkomendasikan, terbaik",satisfied
3014,bagus,satisfied
3015,bagus tapi baterai tidak tahan lama,satisfied
3016,"Product nya bagus, built quality nya oke, bisa dipake untuk selfie dan jadi ga perlu bantuan orang untuk foto sekeluarga 🥳",satisfied
3017,Bawahnya kokoh. Sesuai harga,satisfied
3018,"Pengiriman Cepat , packing nya rapi , product nya mantap",satisfied
3019,"berfungsi,semoga awet",neutral
3020,"barang sesuai deskripsi dan beefungsi dengan baik. packing ala kadarnya, jadi kemasan kardusnya pada penyok. tapi alatnya baik-baik saja. untuk suhu tubuh lebih akurat sa... ",satisfied
3021,tidak ada yang bikin kecewa,satisfied
3022,"produk sesuai deskripsi, terima kasih banyak, sukses selalu!",satisfied
3023,barang lumayan bagus... sesuailah dengan harganya,satisfied
3024,"Barang sesuai pesanan, kokoh dan bagus. Sudah dicoba dan berfungsi dengan baik.",satisfied
3025,bagus banget pengiriman cepat,satisfied
3026,"suara pecah dan cempreng. Ga ngurangin noise, alias masih berisik. Suara jelas kalo dipake di dalam ruangan yang sepi. -_-",dissapointed
3027,bagus,satisfied
3028,Top banget,satisfied
3029,good,satisfied
3030,mantap bahannya kokoh dan semua berfungsi dengan baik,satisfied
3031,Sesuai pesanan terimakasih Tokopedia seller kurir sukses terus,satisfied
3032,barang nya bagus sesuai dengan fungsinya,satisfied
3033,Oke lah. Moga awet,satisfied
3034,barang belum sampai,dissapointed
3035,sesuai pesanan,satisfied
3036,"Keren parah sih, bagus, material kokoh bagus ga kya yang lain plastik banget. Sudah tes remote berfungsi",satisfied
3037,"toko fast respon, pengiriman super cepat.barang belum di coba",satisfied
3038,Murah tapi kualitas oke. Recommended lah.,satisfied
3039,"it's amazing. Without saying a word, you can light up the dark.",satisfied
3040,mantap,satisfied
3041,Suara jelas harus beli bagus model nya ngak murahan,satisfied
3042,sesuai deskripsi,satisfied
3043,barang oke sampai dng cepat,satisfied
3044,"Kualitas materialnya tidak terlalu bagus, biasa saja tapi sudah lumayan untuk harga segitu. Mudah-mudahan awet...",neutral
3045,good,satisfied
3046,Packing Super Aman dengan BubbleWrap yang sangat Tebal sehingga barang sampai dengan Aman dan Selamat sampai tujuan. Kualitas produk TNW ini sangat Bagus dan tidak diraguka...,satisfied
3047,"Gimbal stiknya sdh sampai, berfungsi dg baik, sip",satisfied
3048,"Barang masih segel, sesuai deskripsi, semoga lanjay",satisfied
3049,"Sempurna. Bahkan kardusnya penyokpun tdk. Kualitas suara bening dan volume oke. Recommended product, recommended seller.",satisfied
3050,thankyou,neutral
3051,"sesuai dengan kebutuhan, pengiriman cepat",satisfied
3052,Barangnya penyok dan bergeser 1 tiang.. packingnya kurang Jd pas d buka emang rada menonjol keluar tiang'y..,dissapointed
3053,oke bagus tapi berat yaa,satisfied
3054,"pesannya yang stainless,dtg nya yang lain, tapi gpp, overall lumayan bgs dengan hrg segini,mdh2an awet dan tahan lama ya pemakaian nya",dissapointed
3055,"barang yang datang tidak sesuai dengan foto produk. tidak ada merk TNW tercetak seperti di foto, hanya mirip saja.",dissapointed
3056,"Alhamdulillah berfungsi dengan baik, semoga semakin semangat ngonten dan memberikan impact.",satisfied
3057,Baguss tapi cuma bisa dipake di TNW Soundcardthankss,satisfied
3058,Terima kasih seller Produk original mantap,satisfied
3059,standard ternyata :( mirip sama yang harganya under. makasih seller dan kurir dan tokopedia,dissapointed
3060,"barang sesuai, bisa digunakan dengan baik",satisfied
3061,sesuai dengan vide livekeren dah pokoknya semoga bertahan,satisfied
3062,sudah sampai tapi belum dicoba..dan barang lengkap,neutral
3063,Barang sesuai pesanan dan kondisi prima. Pengiriman OKE BANGET! Kurirnya pinter memastikan kondisi barang aman dan sampai di tujuan dengan sangat baik. Terima kasih.,satisfied
3064,Pengirimannya sangat cepat dan surprisingly kualitas suara yang didapat bagus untuk harganya,satisfied
3065,"Wihh bagus.. diluar ekspektasi, membagongkan.",satisfied
3066,"berfungsi dengan baik, tapi sayang, tiang yang satu penyok, pengepakan kurang rapi dan kurang safty",dissapointed
3067,oke,neutral
3068,"dua kali belanja di sini , mantap 😁",satisfied
3069,"sesuai pesanan tanpa ada kerusakan, terimakasih",satisfied
3070,oke lengkap dan berfungsi. soal jarang sensor masih perlu diamati,satisfied
3071,bagus. tanpa kendala,satisfied
3072,cepat kirimnya. belum sempat di coba. smoga oke.,neutral
3073,Barang bagus dan sesuai deskripsi,satisfied
3074,Alhamdulillah sudah sampai paket nya. Sesuai harapan. Terimakasih,satisfied
3075,Mantap,satisfied
3076,Barang oke lah. Packing super mantap. Pengiriman super cepat. Sangat Recommended.,satisfied
3077,mantap berfungsi dengan baik.tq,satisfied
3078,Barang bagus kualitas suara jernih mantap,satisfied
3079,Mantap. keren lampunya buat produksian asik,satisfied
3080,bagus banget tripod nya,satisfied
3081,mantap sesuai pic barang rekomend banget makasih,satisfied
3082,pesan microphone wireless 2 mic harga 425rb dikirimnya malah hand mixer harga 50rb.. tolong dong tanggung jawabnya.,dissapointed
3083,"Barangnya sudah diterima dengan baik. Barangnya berfungsi normal, tidak ada cacat, packagingnya aman. Pokoke dabesst",satisfied
